регион,дата,девелопер,проект,м2,шт,локация SMLT,координаты,индекс,индекс_проект,АТД,кол-во месяцев для темпа
МО,01.01.2023,Самолет,Прибрежный Парк,"4948,32",114,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.495787, 37.737974]",6,6_Прибрежный Парк,Домодедово городской округ,11
МО,01.01.2023,Самолет,Пригород лесное,"6875,89",155,ПРИГОРОД ЛЕСНОЕ / ГОРКИ ПАРК / БОГДАНОВСКИЙ ЛЕС,"[55.558797, 37.815771]",5,5_Пригород лесное,Ленинский городской округ,11
МО,01.01.2023,Самолет,Пятницкие Луга,"1546,46",38,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.894926, 37.250655]",5,5_Пятницкие Луга,Солнечногорск городской округ,11
Москва,01.01.2023,МИЦ,Пятницкое 58,"128,3",6,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.863400, 37.355536]",5,5_Пятницкое 58,СЗАО,11
МО,01.01.2023,Самолет,Рублевский Квартал,"1197,49",22,РУБЛЁВСКИЙ КВАРТАЛ,"[55.701301, 37.207325]",6,6_Рублевский Квартал,Одинцово городской округ,11
МО,01.01.2023,Самолет,Спутник,"1612,12",36,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.799967, 37.375683]",7,7_Спутник,Красногорск городской округ,11
Москва,01.01.2023,МИЦ,Стремянный 2,374,7,СТРЕМЯННЫЙ 2,"[55.728882, 37.636162]",6,6_Стремянный 2,ЦАО,11
МО,01.01.2023,Самолет,Томилино парк,"2121,03",54,ТОМИЛИНО ПАРК / ЕГОРОВО ПАРК,"[55.623016, 37.947433]",6,6_Томилино парк,Люберцы городской округ,11
НМ,01.01.2023,Самолет,Тропарево парк,"1636,73",33,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.633582, 37.454690]",5,5_Тропарево парк,НАО,11
НМ,01.01.2023,МИЦ,Цветочные поляны,"1372,3",27,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.560444, 37.309453]",5,5_Цветочные поляны,НАО,11
НМ,01.01.2023,МИЦ,Эко Бунино,"1445,6",34,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.543638, 37.458920]",6,6_Эко Бунино,НАО,11
Москва,01.01.2023,Сбербанк,Сберсити,"1437,6",19,0,,,Сберсити,0,5
Москва,01.01.2023,СЗ Доходный дом,Ом,"187,9",3,0,,,Ом,0,11
Москва,01.01.2023,СЗ Звездный,Сенатор,"101,8",1,ОКТЯБРЬСКАЯ 98,"[55.814146, 37.634410]",1,1_Сенатор,СВАО,11
Москва,01.01.2023,СЗ Прогресс,Байрес,"72,1",2,0,,,Байрес,0,11
МО,01.01.2023,Сити Эстейт,Центральный (Звенигород),"317,4",7,0,,,Центральный (Звенигород),0,11
МО,01.01.2023,Сити XXI век,Восемь кленов,"94,5",2,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.834593, 37.247610]",2,2_Восемь кленов,Красногорск городской округ,11
МО,01.01.2023,Сити XXI век,Дивное,"306,1",5,0,,,Дивное,0,11
МО,01.01.2023,Сити XXI век,Рафинад,"59,2",1,0,,,Рафинад,0,11
МО,01.01.2023,Содружество,Сказка,"241,5",3,0,,,Сказка,0,11
Москва,01.01.2023,Союзцветавтоматика,Кинетик,204,5,0,,,Кинетик,0,11
МО,01.01.2023,Строительный трест 10,Лесная поляна,772,11,0,,,Лесная поляна,0,11
МО,01.01.2023,Стройспецмонтаж,Мой город (Электрогорск),"88,6",1,0,,,Мой город (Электрогорск),0,11
МО,01.01.2023,Стройтек,Союзный,"1090,3",20,РУБЛЁВСКИЙ КВАРТАЛ,"[55.660516, 37.287846]",2,2_Союзный,Одинцово городской округ,11
МО,01.01.2023,Стройтехинвест,Сердце Одинцово,"332,6",8,0,,,Сердце Одинцово,0,11
Москва,01.01.2023,Стройтэкс,Аллегория Моска,"65,3",1,0,,,Аллегория Моска,0,11
МО,01.01.2023,Стройтэкс,Цветочный город,"71,8",1,0,,,Цветочный город,0,11
МО,01.01.2023,Стройэксперт,Лермонтова 10 (Королев),"86,6",3,0,,,Лермонтова 10 (Королев),0,11
МО,01.01.2023,СФД,Космос (Домодедово),79,2,0,,,Космос (Домодедово),0,11
МО,01.01.2023,Сходня 10 ЖСК,Фрунзенский,"364,9",12,0,,,Фрунзенский,0,11
Москва,01.01.2023,Ташир,Легаси,"128,8",2,0,,,Легаси,0,11
Москва,01.01.2023,Ташир,Стеллар Сити,"302,2",7,ЗАРЕЧЬЕ ПАРК,"[55.701237, 37.394988]",1,1_Стеллар Сити,ЗАО,11
МО,01.01.2023,Техноолимпстрой,Майданово Парк,"28,3",1,0,,,Майданово Парк,0,11
МО,01.01.2023,Топаз,Мессиер 18,"68,4",1,0,,,Мессиер 18,0,10
МО,01.01.2023,Тройка РЭД,Видный берег 2,"1077,5",23,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.533145, 37.718462]",2,2_Видный берег 2,Ленинский городской округ,11
МО,01.01.2023,Тройка РЭД,Новотомилино,"528,1",14,0,,,Новотомилино,0,11
МО,01.01.2023,Тройка РЭД,Облака 2.0,"1465,6",35,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.679113, 37.911160]",2,2_Облака 2.0,Люберцы городской округ,11
Москва,01.01.2023,УЭЗ,Вилл Тауэрс,"547,7",8,0,,,Вилл Тауэрс,0,11
Москва,01.01.2023,УЭЗ,Инноватор,"385,9",8,0,,,Инноватор,0,11
Москва,01.01.2023,УЭЗ,Интеллигент,"351,4",8,0,,,Интеллигент,0,11
МО,01.01.2023,Ферро-Строй,Катуар,"182,8",4,0,,,Катуар,0,11
Москва,01.01.2023,Ферро-Строй,Ривер Парк,"341,5",4,0,,,Ривер Парк,0,11
МО,01.01.2023,Финтрастойл,Ступино Сити,"98,3",2,0,,,Ступино Сити,0,0
МО,01.01.2023,Фобос,Угрешская 1 (Дзержинский),"146,6",2,0,,,Угрешская 1 (Дзержинский),0,11
Москва,01.01.2023,ФСК,Архитектор,1016,15,0,,,Архитектор,0,11
МО,01.01.2023,ФСК,Датский квартал,"1800,6",32,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.901767, 37.639462]",6,6_Датский квартал,Мытищи городской округ,11
НМ,01.01.2023,ФСК,Движение Говорово,"223,8",5,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.648650, 37.439018]",2,2_Движение Говорово,НАО,11
Москва,01.01.2023,ФСК,Лэйк,"118,9",2,0,,,Лэйк,0,10
Москва,01.01.2023,ФСК,Первый Ленинградский,5553,106,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.932430, 37.384927]",3,3_Первый Ленинградский,САО,11
МО,01.01.2023,ФСК,Первый Лермонтовский,"3355,5",60,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.680815, 37.913278]",4,4_Первый Лермонтовский,Люберцы городской округ,11
Москва,01.01.2023,ФСК,Режиссер,"768,7",10,0,,,Режиссер,0,11
МО,01.01.2023,ФСК,Римский,"1374,7",27,0,,,Римский,0,11
Москва,01.01.2023,ФСК,Роттердам,"893,2",14,НОВОДАНИЛОВСКАЯ 8,"[55.686006, 37.625426]",2,2_Роттердам,ЮАО,11
Москва,01.01.2023,ФСК,Сидней Сити,"1589,1",24,0,,,Сидней Сити,0,11
Москва,01.01.2023,ФСК,Скай Гарден,"1732,8",29,0,,,Скай Гарден,0,11
МО,01.01.2023,ФСК,Скандинавский,"601,1",12,0,,,Скандинавский,0,11
МО,01.01.2023,ФСК,Южная Битца,"3400,3",64,0,,,Южная Битца,0,11
МО,01.01.2023,Центр 2000,Светолюбово,"824,4",24,0,,,Светолюбово,0,11
НМ,01.01.2023,Центр Инвест,Городские истории,"511,8",11,0,,,Городские истории,0,11
Москва,01.01.2023,Центр Инвест,Настоящее,"252,6",4,0,,,Настоящее,0,11
Москва,01.01.2023,Центр Инвест,Фестиваль Парк 2,"643,2",10,0,,,Фестиваль Парк 2,0,11
НМ,01.01.2023,ЦентрСтрой,Эдельвейс (Рогозинино),"42,8",1,0,,,Эдельвейс (Рогозинино),0,11
Москва,01.01.2023,Э.К. Девелопмент,Авиатика,"62,1",1,0,,,Авиатика,0,11
Москва,01.01.2023,Э.К. Девелопмент,Зеленая вертикаль,"1110,8",20,0,,,Зеленая вертикаль,0,11
МО,01.01.2023,Элкон,Орджоникидзе 2Б,"188,1",3,0,,,Орджоникидзе 2Б,0,8
Москва,01.01.2023,Энергостройинвест,Селф,"288,2",4,0,,,Селф,0,11
Москва,01.01.2023,Эталон,Воксхолл,"133,7",3,СТРЕМЯННЫЙ 2,"[55.727558, 37.642897]",3,3_Воксхолл,ЦАО,11
МО,01.01.2023,Эталон,Изумрудные холмы,"33,1",1,0,,,Изумрудные холмы,0,11
Москва,01.01.2023,Эталон,Шагал,"3291,3",48,НОВОДАНИЛОВСКАЯ 8,"[55.686989, 37.640057]",6,6_Шагал,ЮАО,11
Москва,01.01.2023,Эталон (проекты Лидер Инвест),Нагатино Ай Лэнд,"286,8",4,0,,,Нагатино Ай Лэнд,0,11
МО,01.01.2023,ЭХО,Лесная (Большевик),"204,4",3,0,,,Лесная (Большевик),0,0
МО,01.01.2023,ЮИТ,Десятка,"455,5",10,0,,,Десятка,0,11
МО,01.01.2023,ЮИТ,Финский,"501,2",9,0,,,Финский,0,11
Москва,01.01.2023,AB Development,Вишневый сад,"114,3",1,0,,,Вишневый сад,0,11
Москва,01.01.2023,AEON Corporation,Ривер Парк Тауэрс,"307,1",4,0,,,Ривер Парк Тауэрс,0,11
Москва,01.01.2023,AFI Development,Афи Парк Воронцовский,"500,1",9,0,,,Афи Парк Воронцовский,0,11
Москва,01.01.2023,AFI Development,Афи Тауэр,"486,4",14,0,,,Афи Тауэр,0,11
МО,01.01.2023,AFI Development,Одинбург,"197,9",4,РУБЛЁВСКИЙ КВАРТАЛ,"[55.681265, 37.245342]",3,3_Одинбург,Одинцово городской округ,11
Москва,01.01.2023,AFI Development,Сиреневый парк,"492,8",15,0,,,Сиреневый парк,0,11
Москва,01.01.2023,Ant Development,Виктори Парк Резиденс,"114,4",1,0,,,Виктори Парк Резиденс,0,11
Москва,01.01.2023,Ant Development,Поклонная 9,"473,7",5,0,,,Поклонная 9,0,11
Москва,01.01.2023,Apsis Globe,Сити Микc,"44,8",2,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.661176, 37.453333]",1,1_Сити Микc,ЗАО,11
Москва,01.01.2023,Asterus Development,Алиа,"1743,7",32,0,,,Алиа,0,11
МО,01.01.2023,Author Development,Олимп-2 (Хотьково),"184,2",5,0,,,Олимп-2 (Хотьково),0,11
НМ,01.01.2023,Barkli,Медовая Долина,"137,7",2,0,,,Медовая Долина,0,11
МО,01.01.2023,BTR Group,Кит,"1111,9",25,0,,,Кит,0,11
Москва,01.01.2023,Capital Group,Бадаевский,"78,8",1,0,,,Бадаевский,0,11
Москва,01.01.2023,Capital Group,Капитал Тауэрс,"267,4",2,0,,,Капитал Тауэрс,0,11
МО,01.01.2023,Coalco,Гальчино,"115,5",2,0,,,Гальчино,0,11
Москва,01.01.2023,Coldy,Найс Лофт,114,6,0,,,Найс Лофт,0,11
МО,01.01.2023,Glorax,Олимп (Хотьково),"28,9",1,0,,,Олимп (Хотьково),0,11
Москва,01.01.2023,Hutton Development,Лунар,"49,5",1,0,,,Лунар,0,11
МО,01.01.2023,Ikon Development,Новый Зеленоград,"593,4",14,0,,,Новый Зеленоград,0,11
Москва,01.01.2023,Ikon Development,Чкалов,"93,2",2,0,,,Чкалов,0,11
Москва,01.01.2023,Ingrad,КутузовГрад 2,229,3,0,,,КутузовГрад 2,0,11
МО,01.01.2023,Ingrad,Миловидное,"279,8",5,0,,,Миловидное,0,11
МО,01.01.2023,Ingrad,Новое Медведково,1227,25,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.925294, 37.726672]",7,7_Новое Медведково,Мытищи городской округ,11
МО,01.01.2023,Ingrad,Новое Пушкино,"1290,2",32,0,,,Новое Пушкино,0,11
МО,01.01.2023,Ingrad,Одинград Семейный квартал,"412,8",5,РУБЛЁВСКИЙ КВАРТАЛ,"[55.678005, 37.236267]",4,4_Одинград Семейный квартал,Одинцово городской округ,11
Москва,01.01.2023,Ingrad,Топ Хиллс,"144,3",3,0,,,Топ Хиллс,0,11
Москва,01.01.2023,Ingrad,Форивер,"295,8",3,0,,,Форивер,0,11
МО,01.01.2023,Kaskad Family,Парк Апрель,"461,5",11,0,,,Парк Апрель,0,11
Москва,01.01.2023,Level Group,Левел Академическая,"1047,3",21,0,,,Левел Академическая,0,10
Москва,01.01.2023,Level Group,Левел Мичуринский,"2163,7",32,ВЕРЕЙСКАЯ 41,"[55.687563, 37.469647]",5,5_Левел Мичуринский,ЗАО,11
Москва,01.01.2023,Level Group,Левел Нагатинская,"837,9",18,НОВОДАНИЛОВСКАЯ 8,"[55.682613, 37.637947]",4,4_Левел Нагатинская,ЮАО,11
Москва,01.01.2023,Level Group,Левел Причальный,"1135,6",21,0,,,Левел Причальный,0,11
Москва,01.01.2023,Level Group,Левел Селигерская,"348,3",8,0,,,Левел Селигерская,0,11
Москва,01.01.2023,Level Group,Левел Стрешнево,"604,5",11,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.825512, 37.412730]",1,1_Левел Стрешнево,СЗАО,11
Москва,01.01.2023,Level Group,Левел Южнопортовая,"2310,8",46,0,,,Левел Южнопортовая,0,11
МО,01.01.2023,Magnum Development,Либерти,"324,5",7,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.674486, 37.868286]",1,1_Либерти,Люберцы городской округ,11
Москва,01.01.2023,MR Group,Абрикосов,"172,1",1,0,,,Абрикосов,0,11
Москва,01.01.2023,MR Group,Метрополия,1853,34,0,,,Метрополия,0,11
Москва,01.01.2023,MR Group,Мод,"863,8",13,ОКТЯБРЬСКАЯ 98,"[55.798185, 37.624556]",5,5_Мод,СВАО,11
Москва,01.01.2023,MR Group,Павелецкая Сити,"597,3",9,СТРЕМЯННЫЙ 2,"[55.719134, 37.636125]",5,5_Павелецкая Сити,ЮАО,11
